image_id,ethnicity,facial_expression
198611.jpg,2,2
012262.jpg,2,0
008377.jpg,2,1
020918.jpg,1,1
036251.jpg,1,2
000351.jpg,2,2
199157.jpg,2,2
179299.jpg,2,0
058809.jpg,2,0
189650.jpg,2,2
005793.jpg,0,0
015271.jpg,2,1
131495.jpg,0,0
045048.jpg,1,0
038841.jpg,2,2
126461.jpg,1,0
005048.jpg,2,2
159751.jpg,1,1
082422.jpg,2,0
152202.jpg,2,0
034939.jpg,2,0
041816.jpg,2,1
058298.jpg,2,2
103939.jpg,1,0
107893.jpg,2,0
086884.jpg,0,1
170230.jpg,2,1
019113.jpg,2,0
187704.jpg,2,0
027400.jpg,2,0
173632.jpg,2,1
062869.jpg,0,0
016824.jpg,2,1
066354.jpg,2,0
180314.jpg,1,1
084636.jpg,2,1
043045.jpg,2,0
024718.jpg,0,1
086015.jpg,1,2
140511.jpg,1,0
021496.jpg,1,0
003314.jpg,1,0
050964.jpg,1,0
085661.jpg,2,2
165864.jpg,1,0
095668.jpg,2,2
176514.jpg,2,2
110530.jpg,0,0
014789.jpg,2,0
011877.jpg,2,0
080945.jpg,1,0
096315.jpg,2,2
016689.jpg,1,0
197637.jpg,2,0
179149.jpg,0,0
161470.jpg,2,0
047638.jpg,2,0
002881.jpg,2,0
046524.jpg,2,0
188037.jpg,2,2
187080.jpg,2,2
007221.jpg,2,2
023495.jpg,2,0
010581.jpg,0,1
072840.jpg,2,1
103615.jpg,2,0
092433.jpg,2,2
036990.jpg,2,1
081375.jpg,2,2
069796.jpg,2,1
070181.jpg,2,1
030298.jpg,0,0
184026.jpg,1,0
124731.jpg,2,1
194256.jpg,2,2
181900.jpg,2,2
025260.jpg,2,1
135063.jpg,2,0
048867.jpg,1,1
075370.jpg,2,2
026808.jpg,1,0
001191.jpg,1,0
144416.jpg,2,0
179975.jpg,2,1
050272.jpg,2,1
051135.jpg,2,2
142353.jpg,2,0
050629.jpg,2,2
192413.jpg,2,0
156502.jpg,2,0
042241.jpg,2,0
057071.jpg,2,0
089722.jpg,1,0
147768.jpg,2,0
124091.jpg,2,2
179888.jpg,2,2
063080.jpg,2,0
072608.jpg,2,0
174672.jpg,2,0
194546.jpg,1,1
167629.jpg,2,0
133933.jpg,2,0
157918.jpg,2,0
121291.jpg,2,2
142145.jpg,2,0
081656.jpg,2,2
147740.jpg,1,0
051417.jpg,0,1
054337.jpg,2,0
081287.jpg,2,0
040992.jpg,2,1
115082.jpg,0,2
037235.jpg,2,1
111401.jpg,2,0
198269.jpg,2,0
157659.jpg,1,2
142284.jpg,2,1
084863.jpg,2,1
070382.jpg,1,2
014471.jpg,2,0
163753.jpg,2,1
141319.jpg,2,0
032012.jpg,0,0
048568.jpg,1,1
033418.jpg,2,0
181661.jpg,2,2
169204.jpg,2,2
085831.jpg,2,0
021837.jpg,2,2
054657.jpg,1,0
122116.jpg,2,0
173806.jpg,1,0
162304.jpg,1,1
159961.jpg,1,0
129690.jpg,2,0
183024.jpg,2,1
035326.jpg,2,1
072690.jpg,0,0
126825.jpg,2,0
195264.jpg,1,0
059363.jpg,2,0
068352.jpg,0,1
191373.jpg,2,0
047846.jpg,2,0
150011.jpg,2,0
149579.jpg,2,2
152207.jpg,2,0
004002.jpg,2,1
044436.jpg,2,0
079164.jpg,2,0
194409.jpg,1,2
040540.jpg,2,2
162004.jpg,2,2
158469.jpg,2,2
024512.jpg,2,2
106411.jpg,2,0
184693.jpg,2,0
094508.jpg,2,2
096188.jpg,2,0
201829.jpg,1,0
172509.jpg,1,0
039923.jpg,1,0
142227.jpg,0,0
126057.jpg,2,0
029483.jpg,1,2
202081.jpg,0,1
120079.jpg,1,0
033734.jpg,2,1
002008.jpg,2,1
017454.jpg,2,0
145355.jpg,1,0
193272.jpg,2,1
188006.jpg,0,0
104186.jpg,2,2
114879.jpg,2,0
073929.jpg,0,2
151351.jpg,0,2
126653.jpg,2,0
025033.jpg,1,1
184987.jpg,2,0
167776.jpg,2,0
094887.jpg,2,0
136328.jpg,0,0
162862.jpg,0,2
126709.jpg,2,2
132918.jpg,2,0
190088.jpg,2,0
169217.jpg,1,0
005996.jpg,2,0
138943.jpg,2,2
019948.jpg,2,0
079338.jpg,2,0
026692.jpg,2,1
155210.jpg,2,2
104955.jpg,0,2
127944.jpg,2,0
042930.jpg,2,2
151693.jpg,2,0
038355.jpg,2,0
011495.jpg,2,2
170271.jpg,1,1
013029.jpg,1,0
102488.jpg,1,0
145104.jpg,2,0
198294.jpg,2,0
098941.jpg,2,0
017790.jpg,2,2
122354.jpg,0,0
200345.jpg,1,0
169292.jpg,2,1
138311.jpg,2,0
055010.jpg,2,2
184150.jpg,1,2
181987.jpg,2,0
136489.jpg,2,0
182956.jpg,2,2
008194.jpg,2,0
022552.jpg,2,0
148728.jpg,2,2
085086.jpg,2,0
195517.jpg,2,0
190342.jpg,0,0
147165.jpg,1,0
068309.jpg,1,1
072659.jpg,2,1
061621.jpg,0,0
104910.jpg,2,1
037949.jpg,2,0
120581.jpg,0,1
177644.jpg,1,0
056445.jpg,0,0
180430.jpg,2,2
174890.jpg,2,0
111586.jpg,2,0
142259.jpg,2,0
120316.jpg,1,0
194222.jpg,2,0
015594.jpg,2,0
172108.jpg,2,0
133984.jpg,1,0
196135.jpg,2,0
178296.jpg,2,1
100515.jpg,1,2
163375.jpg,2,2
068525.jpg,2,1
191798.jpg,2,0
063903.jpg,2,0
039908.jpg,2,2
189322.jpg,2,0
023943.jpg,2,1
094602.jpg,2,1
185943.jpg,2,1
170320.jpg,2,2
181472.jpg,2,0
191525.jpg,1,1
108238.jpg,2,0
104363.jpg,0,0
186884.jpg,2,1
040886.jpg,2,0
012365.jpg,2,0
041465.jpg,2,0
012424.jpg,2,1
040090.jpg,2,0
082684.jpg,2,0
111994.jpg,0,1
049892.jpg,2,1
183018.jpg,2,2
177595.jpg,2,0
110638.jpg,2,1
176535.jpg,1,1
056434.jpg,1,0
139786.jpg,1,0
168708.jpg,2,1
072599.jpg,2,0
135977.jpg,2,0
074698.jpg,2,1
040169.jpg,0,0
121313.jpg,1,0
046093.jpg,0,2
037140.jpg,0,1
031851.jpg,2,0
177055.jpg,2,1
041635.jpg,1,1
101147.jpg,2,0
107510.jpg,1,0
124835.jpg,2,0
091931.jpg,1,2
131664.jpg,2,1
012719.jpg,2,0
065835.jpg,2,2
140616.jpg,2,0
172350.jpg,2,0
076346.jpg,2,1
125793.jpg,2,2
161095.jpg,2,0
079037.jpg,1,0
012019.jpg,2,0
027030.jpg,2,0
034759.jpg,2,0
016411.jpg,1,0
072309.jpg,2,2
165369.jpg,2,0
022764.jpg,2,0
189317.jpg,2,0
130979.jpg,2,0
026738.jpg,1,0
169499.jpg,2,0
038304.jpg,0,0
128573.jpg,2,2
089913.jpg,2,0
027960.jpg,2,1
142749.jpg,2,0
180143.jpg,2,0
034900.jpg,2,0
083304.jpg,2,0
142836.jpg,2,0
169837.jpg,2,0
197662.jpg,0,2
080970.jpg,1,0
027727.jpg,2,1
092366.jpg,0,0
177752.jpg,2,0
105578.jpg,2,0
144235.jpg,2,0
178300.jpg,2,2
115628.jpg,2,0
135427.jpg,2,0
028678.jpg,0,0
151724.jpg,1,0
075603.jpg,2,2
059061.jpg,1,0
187727.jpg,0,0
143838.jpg,2,0
085791.jpg,2,0
114473.jpg,1,0
136642.jpg,2,0
082223.jpg,2,2
189515.jpg,2,0
076072.jpg,0,0
192524.jpg,2,0
023862.jpg,1,0
008141.jpg,2,0
193110.jpg,2,1
128295.jpg,2,0
123192.jpg,0,0
063171.jpg,2,0
102029.jpg,2,1
083699.jpg,1,1
192688.jpg,2,0
074293.jpg,2,0
171675.jpg,2,0
014793.jpg,2,0
074863.jpg,2,0
062396.jpg,2,0
119682.jpg,2,0
198464.jpg,2,2
150402.jpg,2,0
160357.jpg,2,0
110081.jpg,1,0
054129.jpg,2,2
015802.jpg,2,0
132757.jpg,2,0
081619.jpg,2,0
102269.jpg,2,2
173137.jpg,1,1
102979.jpg,2,0
096408.jpg,1,1
139902.jpg,2,0
033088.jpg,2,1
024426.jpg,2,0
107452.jpg,2,2
021014.jpg,2,0
103440.jpg,1,0
134770.jpg,2,0
114790.jpg,1,1
090644.jpg,1,1
061266.jpg,2,2
127567.jpg,2,0
007910.jpg,2,0
079048.jpg,2,1
079271.jpg,2,0
152100.jpg,2,0
013990.jpg,0,0
155467.jpg,2,1
101037.jpg,2,2
056997.jpg,0,0
094540.jpg,2,0
037588.jpg,2,1
049983.jpg,0,0
029645.jpg,2,0
028593.jpg,2,0
076428.jpg,0,1
042285.jpg,2,0
100504.jpg,2,0
117017.jpg,0,0
168480.jpg,2,2
110276.jpg,2,1
176155.jpg,2,1
056476.jpg,2,2
052526.jpg,1,0
121201.jpg,2,0
061648.jpg,2,1
193881.jpg,2,1
142306.jpg,2,0
137246.jpg,2,1
199543.jpg,1,0
193046.jpg,2,0
063533.jpg,1,0
018435.jpg,2,0
032367.jpg,1,2
002447.jpg,2,2
033906.jpg,1,0
081020.jpg,2,2
042901.jpg,2,0
146466.jpg,2,0
119515.jpg,2,2
126395.jpg,2,0
033772.jpg,2,0
007573.jpg,2,2
133039.jpg,0,0
098957.jpg,2,1
031928.jpg,2,0
198656.jpg,2,2
052598.jpg,0,0
030810.jpg,2,0
048098.jpg,2,2
148990.jpg,1,0
046020.jpg,2,0
123107.jpg,2,0
121326.jpg,2,2
086812.jpg,2,0
042350.jpg,1,2
180159.jpg,2,1
149746.jpg,2,1
038357.jpg,2,0
015620.jpg,2,2
075924.jpg,2,0
072907.jpg,2,2
192496.jpg,2,2
039813.jpg,2,2
100415.jpg,2,0
076360.jpg,2,0
002248.jpg,0,1
091084.jpg,2,1
171857.jpg,2,0
008470.jpg,2,0
169351.jpg,0,1
008538.jpg,2,2
066957.jpg,1,0
106558.jpg,2,0
103374.jpg,2,2
098587.jpg,2,0
183651.jpg,1,1
177119.jpg,2,0
162345.jpg,2,0
014760.jpg,2,0
062374.jpg,2,0
128908.jpg,2,1
150575.jpg,2,0
026358.jpg,2,1
018296.jpg,2,2
086409.jpg,0,0
083093.jpg,1,0
004126.jpg,2,2
008152.jpg,1,0
198285.jpg,0,1
015324.jpg,2,2
152157.jpg,2,0
157375.jpg,1,1
012792.jpg,2,1
096069.jpg,2,0
067034.jpg,2,0
196145.jpg,2,0
126388.jpg,0,0
171643.jpg,2,1
187202.jpg,2,0
190638.jpg,2,0
129845.jpg,2,0
142927.jpg,2,2
026414.jpg,2,0
096439.jpg,2,0
078745.jpg,2,0
105883.jpg,0,0
189435.jpg,2,0
077216.jpg,2,0
014872.jpg,0,0
053778.jpg,2,2
176215.jpg,2,0
063750.jpg,1,0
084997.jpg,0,0
194895.jpg,2,0
118681.jpg,2,0
130479.jpg,1,1
141540.jpg,2,1
117110.jpg,2,0
201817.jpg,1,0
078467.jpg,0,0
067512.jpg,2,2
086362.jpg,0,1
195430.jpg,2,0
025667.jpg,2,2
050232.jpg,1,0
124593.jpg,2,0
191892.jpg,2,1
088137.jpg,1,2
170827.jpg,2,0
197936.jpg,2,2
005078.jpg,2,0
118421.jpg,2,0
080276.jpg,2,0
079714.jpg,2,0
074425.jpg,0,2
200776.jpg,2,1
185856.jpg,1,0
153741.jpg,1,0
145838.jpg,2,1
019107.jpg,2,2
054392.jpg,2,1
136494.jpg,2,0
062594.jpg,1,1
021720.jpg,1,0
143525.jpg,2,2
152264.jpg,2,0
106487.jpg,2,0
124157.jpg,2,0
111190.jpg,2,0
111090.jpg,2,2
087139.jpg,1,2
081175.jpg,2,0
047216.jpg,0,0
032976.jpg,2,1
084530.jpg,1,1
138697.jpg,1,0
000599.jpg,2,0
129202.jpg,2,0
025250.jpg,2,2
047612.jpg,2,0
033894.jpg,2,1
090379.jpg,2,0
158205.jpg,2,0
149186.jpg,2,2
126003.jpg,2,1
026891.jpg,0,0
151681.jpg,2,2
157554.jpg,2,0
013034.jpg,2,2
059987.jpg,2,0
066914.jpg,2,0
129780.jpg,0,2
060011.jpg,2,2
085444.jpg,2,2
085638.jpg,1,0
057816.jpg,2,0
133051.jpg,2,0
018078.jpg,1,1
000049.jpg,2,2
199182.jpg,2,1
092007.jpg,2,0
093618.jpg,0,0
049846.jpg,1,0
006413.jpg,2,2
001899.jpg,2,0
185690.jpg,2,0
155211.jpg,2,2
036700.jpg,2,0
056834.jpg,1,0
074249.jpg,2,2
099964.jpg,1,0
186576.jpg,2,1
132137.jpg,2,0
036224.jpg,2,0
036577.jpg,2,0
068383.jpg,2,0
072389.jpg,2,2
116795.jpg,2,0
051894.jpg,2,2
137070.jpg,1,0
185359.jpg,2,2
094090.jpg,2,1
090654.jpg,2,0
000924.jpg,2,0
186343.jpg,2,0
106709.jpg,2,2
073879.jpg,2,1
010753.jpg,2,0
074928.jpg,2,0
078580.jpg,1,0
010677.jpg,2,2
118904.jpg,1,0
062028.jpg,1,0
003992.jpg,2,1
019416.jpg,2,2
155468.jpg,2,1
098220.jpg,2,1
079454.jpg,2,0
072531.jpg,2,0
102483.jpg,0,2
032352.jpg,1,0
042184.jpg,2,0
027213.jpg,2,0
170833.jpg,0,2
146264.jpg,0,0
155631.jpg,1,0
065630.jpg,2,0
063060.jpg,2,2
048306.jpg,2,0
072770.jpg,1,1
158464.jpg,0,1
020222.jpg,0,2
012199.jpg,2,0
107774.jpg,2,0
053556.jpg,2,1
121341.jpg,2,1
107613.jpg,1,0
129414.jpg,2,1
128353.jpg,2,2
042088.jpg,2,0
101388.jpg,2,1
061869.jpg,0,0
190341.jpg,2,0
128730.jpg,2,2
087759.jpg,2,2
018218.jpg,2,0
005622.jpg,1,2
198458.jpg,1,0
119430.jpg,2,2
158300.jpg,2,2
040747.jpg,2,0
114194.jpg,2,2
130317.jpg,2,0
069856.jpg,2,0
139746.jpg,1,2
162014.jpg,2,0
187833.jpg,1,0
157871.jpg,2,0
100588.jpg,2,0
029977.jpg,1,1
114613.jpg,2,0
071569.jpg,2,0
056260.jpg,2,0
004090.jpg,2,0
165017.jpg,2,2
004657.jpg,0,2
155159.jpg,2,2
196856.jpg,1,1
078867.jpg,2,0
153809.jpg,2,0
016432.jpg,2,1
098237.jpg,2,0
059689.jpg,2,0
142492.jpg,2,2
116404.jpg,2,0
177410.jpg,1,0
191833.jpg,0,2
067210.jpg,1,0
148359.jpg,2,0
064702.jpg,2,0
158812.jpg,2,2
113069.jpg,2,0
016354.jpg,2,0
099700.jpg,2,0
016140.jpg,2,0
159102.jpg,2,2
163869.jpg,2,0
033314.jpg,2,1
162174.jpg,1,0
146005.jpg,2,1
043484.jpg,0,1
034820.jpg,2,0
111742.jpg,2,2
047193.jpg,0,2
164969.jpg,2,1
164522.jpg,2,0
191842.jpg,2,2
154598.jpg,2,2
192551.jpg,2,0
022464.jpg,2,1
083273.jpg,2,2
188787.jpg,2,2
132660.jpg,2,0
071634.jpg,2,0
189269.jpg,2,0
022339.jpg,2,0
168588.jpg,2,2
150465.jpg,2,0
083252.jpg,2,0
149327.jpg,2,2
104036.jpg,0,2
152401.jpg,2,2
051759.jpg,2,1
075792.jpg,1,2
155069.jpg,1,2
120049.jpg,1,0
126509.jpg,2,0
030277.jpg,2,1
106438.jpg,1,0
015972.jpg,2,0
088566.jpg,2,2
006235.jpg,2,1
026331.jpg,1,2
006096.jpg,2,2
190615.jpg,0,2
074748.jpg,2,2
123692.jpg,2,0
052576.jpg,2,1
121018.jpg,0,0
177331.jpg,2,0
090317.jpg,2,0
138893.jpg,2,1
005635.jpg,2,1
024624.jpg,2,2
168759.jpg,0,1
114724.jpg,2,0
154304.jpg,2,1
171660.jpg,2,1
024122.jpg,2,0
191816.jpg,2,0
189339.jpg,1,2
055609.jpg,0,0
026817.jpg,2,2
163381.jpg,2,2
160414.jpg,2,0
191876.jpg,2,1
165360.jpg,1,0
103630.jpg,1,0
117811.jpg,2,1
026701.jpg,2,0
117849.jpg,2,0
111224.jpg,0,1
183543.jpg,2,0
025135.jpg,2,2
195785.jpg,2,2
189017.jpg,2,0
019464.jpg,2,0
147705.jpg,2,0
118194.jpg,1,0
065271.jpg,2,0
072011.jpg,0,0
161262.jpg,2,2
051998.jpg,2,0
175984.jpg,2,0
196047.jpg,2,1
069512.jpg,1,0
189656.jpg,2,2
032667.jpg,2,0
197305.jpg,1,2
157730.jpg,2,1
052146.jpg,2,2
006191.jpg,2,1
007453.jpg,2,2
041193.jpg,0,2
023289.jpg,2,2
104288.jpg,2,0
057981.jpg,2,0
102656.jpg,2,0
190171.jpg,2,2
063013.jpg,0,1
046950.jpg,1,0
059344.jpg,0,0
100174.jpg,1,2
065184.jpg,2,2
150639.jpg,1,0
082893.jpg,2,0
156126.jpg,1,0
090184.jpg,2,0
052459.jpg,2,2
067085.jpg,2,0
063345.jpg,2,0
091106.jpg,2,2
126572.jpg,2,1
196051.jpg,1,0
025912.jpg,2,2
015253.jpg,1,0
055824.jpg,2,0
034680.jpg,2,0
196487.jpg,2,2
026240.jpg,2,1
102409.jpg,0,2
146010.jpg,2,0
190732.jpg,2,2
089804.jpg,1,2
074878.jpg,1,0
059552.jpg,2,1
153047.jpg,0,2
099213.jpg,2,2
087923.jpg,2,0
158355.jpg,2,1
078246.jpg,2,0
099004.jpg,2,0
161002.jpg,2,0
126525.jpg,1,0
109845.jpg,1,0
188424.jpg,2,1
061818.jpg,2,0
200372.jpg,2,0
009343.jpg,2,1
190930.jpg,2,0
008501.jpg,2,0
171008.jpg,2,0
122495.jpg,2,2
198792.jpg,0,0
054540.jpg,2,0
033895.jpg,2,0
157452.jpg,1,0
044768.jpg,2,1
164878.jpg,2,2
188205.jpg,0,1
123419.jpg,2,1
164039.jpg,2,0
032347.jpg,2,0
075001.jpg,2,0
079999.jpg,0,0
122961.jpg,2,0
020937.jpg,1,1
097168.jpg,2,0
104583.jpg,1,0
015295.jpg,1,0
117139.jpg,2,0
073065.jpg,2,1
182011.jpg,2,0
008671.jpg,0,0
096673.jpg,2,0
184665.jpg,2,2
027249.jpg,0,0
060311.jpg,1,0
128080.jpg,1,1
156788.jpg,1,0
074115.jpg,2,2
103051.jpg,2,2
140948.jpg,2,0
144806.jpg,2,2
017391.jpg,2,0
029536.jpg,0,2
068085.jpg,1,0
134388.jpg,2,2
033143.jpg,2,0
156178.jpg,2,1
178579.jpg,1,2
148743.jpg,2,0
022795.jpg,2,0
134724.jpg,1,0
061497.jpg,1,0
053761.jpg,2,0
062646.jpg,2,0
173879.jpg,2,1
186114.jpg,2,2
129739.jpg,2,0
061693.jpg,2,0
166565.jpg,2,0
181335.jpg,2,0
159097.jpg,2,2
109532.jpg,2,2
184368.jpg,0,1
179087.jpg,2,0
188295.jpg,1,2
004700.jpg,2,0
076440.jpg,2,1
075394.jpg,2,0
164441.jpg,2,0
023343.jpg,0,0
106374.jpg,2,1
074531.jpg,2,0
182766.jpg,2,1
089782.jpg,2,2
091243.jpg,2,0
135820.jpg,2,1
139597.jpg,0,0
151830.jpg,2,0
175358.jpg,1,0
127995.jpg,2,1
069920.jpg,2,0
043591.jpg,2,0
096986.jpg,2,0
149626.jpg,2,0
178073.jpg,2,0
168777.jpg,2,1
137635.jpg,2,0
057409.jpg,0,1
067205.jpg,2,1
177074.jpg,2,1
006249.jpg,1,0
096736.jpg,0,0
138375.jpg,2,0
093682.jpg,1,2
107925.jpg,2,0
093252.jpg,1,0
006065.jpg,2,1
154358.jpg,0,2
138708.jpg,2,2
120305.jpg,1,0
085650.jpg,1,0
032273.jpg,2,1
122081.jpg,2,1
128428.jpg,1,0
178723.jpg,2,1
142569.jpg,2,0
096614.jpg,1,0
194968.jpg,1,0
106689.jpg,0,2
152824.jpg,2,2
174711.jpg,1,0
081285.jpg,1,2
151435.jpg,2,0
033804.jpg,2,2
023960.jpg,0,1
159094.jpg,2,1
097312.jpg,2,0
021319.jpg,2,2
086545.jpg,2,0
007757.jpg,2,0
188659.jpg,2,0
077108.jpg,1,0
150776.jpg,2,0
088200.jpg,2,0
123411.jpg,2,0
032370.jpg,2,0
026329.jpg,1,0
051898.jpg,0,0
040697.jpg,1,2
138209.jpg,1,2
096929.jpg,2,0
092184.jpg,2,0
150730.jpg,2,2
017990.jpg,2,2
067602.jpg,2,0
067140.jpg,2,1
009459.jpg,2,0
014334.jpg,0,0
172654.jpg,2,1
036286.jpg,2,0
034448.jpg,0,2
021998.jpg,1,1
065598.jpg,2,2
103597.jpg,2,0
075255.jpg,2,1
177249.jpg,1,2
043101.jpg,2,1
033316.jpg,1,2
111522.jpg,1,1
057625.jpg,0,1
046844.jpg,2,1
160932.jpg,2,2
097430.jpg,0,1
009412.jpg,1,1
071786.jpg,2,1
185113.jpg,2,2
084198.jpg,2,0
088903.jpg,2,1
024613.jpg,2,2
055415.jpg,2,0
198924.jpg,1,0
189360.jpg,2,1
011448.jpg,1,0
122367.jpg,2,1
017097.jpg,2,0
037962.jpg,2,1
135210.jpg,2,2
002784.jpg,2,0
012416.jpg,2,2
004949.jpg,1,2
043309.jpg,1,0
187622.jpg,2,0
028285.jpg,1,0
023912.jpg,2,0
040861.jpg,2,1
067100.jpg,0,2
028333.jpg,0,0
169614.jpg,2,0
070703.jpg,2,2
052461.jpg,0,0
057010.jpg,2,2
087287.jpg,2,0
183541.jpg,0,0
143799.jpg,1,0
047951.jpg,2,2
086357.jpg,2,0
150414.jpg,2,2
142911.jpg,2,0
159417.jpg,2,2
034890.jpg,2,2
007795.jpg,2,0
158156.jpg,2,1
106621.jpg,2,0
154004.jpg,2,0
066336.jpg,2,1
170402.jpg,1,0
013498.jpg,2,2
025490.jpg,1,2
099461.jpg,2,0
003072.jpg,2,0
054661.jpg,2,0
155994.jpg,2,0
171748.jpg,2,1
037169.jpg,2,2
016680.jpg,2,0
192402.jpg,2,0
097926.jpg,2,1
200226.jpg,2,0
057702.jpg,0,0
109683.jpg,2,0
024102.jpg,0,0
179483.jpg,1,0
183244.jpg,2,1
082225.jpg,2,2
124281.jpg,1,0
154536.jpg,0,0
047320.jpg,1,0
194150.jpg,2,0
130954.jpg,2,0
132716.jpg,2,2
155332.jpg,1,0
158770.jpg,1,0
199706.jpg,2,0
091682.jpg,2,0
023231.jpg,2,2
126264.jpg,2,2
126167.jpg,2,2
128373.jpg,1,0
057322.jpg,2,0
159200.jpg,2,2
107932.jpg,1,2
071202.jpg,0,1
141102.jpg,1,1
071044.jpg,2,2
009256.jpg,2,0
145143.jpg,2,1
125306.jpg,1,0
075238.jpg,2,0
199073.jpg,1,1
050024.jpg,2,0
122885.jpg,2,0
010558.jpg,1,0
102821.jpg,2,0
118062.jpg,1,0
197283.jpg,2,2
193693.jpg,2,0
039747.jpg,2,0
036299.jpg,2,0
139999.jpg,2,0
026226.jpg,2,1
022982.jpg,2,2
070336.jpg,2,1
057591.jpg,1,1
019981.jpg,0,0
004330.jpg,0,0
165812.jpg,2,0
026043.jpg,0,0
180531.jpg,2,0
018951.jpg,2,1
135443.jpg,1,0
013597.jpg,2,0
115489.jpg,2,1
174954.jpg,2,0
164226.jpg,1,0
111977.jpg,2,2
195617.jpg,2,1
002539.jpg,2,0
102688.jpg,2,2
080250.jpg,2,0
096075.jpg,1,0
164486.jpg,2,0
106758.jpg,1,0
081179.jpg,2,0
144884.jpg,1,1
014876.jpg,1,1
058865.jpg,2,0
188708.jpg,2,1
172471.jpg,2,2
101797.jpg,2,0
132775.jpg,2,0
009344.jpg,2,1
017694.jpg,2,0
166401.jpg,0,2
069048.jpg,2,0
052385.jpg,2,2
103746.jpg,2,2
169538.jpg,0,1
055140.jpg,2,0
071219.jpg,1,0
100428.jpg,1,2
158400.jpg,2,0
127511.jpg,1,0
161890.jpg,2,2
183757.jpg,2,1
051336.jpg,1,0
161812.jpg,2,1
067951.jpg,2,0
101252.jpg,2,0
181957.jpg,2,2
101226.jpg,1,0
099172.jpg,2,0
028425.jpg,2,0
058246.jpg,2,0
186607.jpg,2,0
069709.jpg,2,0
191319.jpg,0,1
134468.jpg,2,0
108170.jpg,2,2
103422.jpg,1,2
091294.jpg,2,0
007898.jpg,2,0
052452.jpg,2,0
139349.jpg,1,0
159714.jpg,2,2
120034.jpg,2,1
110968.jpg,2,0
025389.jpg,0,0
078557.jpg,2,2
116031.jpg,0,0
150135.jpg,2,0
024839.jpg,2,1
112443.jpg,1,0
070067.jpg,2,2
169096.jpg,2,0
109301.jpg,2,0
195091.jpg,1,0
129655.jpg,2,0
196423.jpg,2,0
080346.jpg,0,1
019198.jpg,1,2
078838.jpg,2,2
157128.jpg,2,0
103757.jpg,2,0
040791.jpg,2,1
007714.jpg,2,0
114827.jpg,2,1
196416.jpg,1,0
008379.jpg,2,2
083094.jpg,2,0
003206.jpg,2,1
047627.jpg,2,0
003953.jpg,2,2
011455.jpg,1,1
005085.jpg,2,0
007702.jpg,2,2
082618.jpg,2,0
057611.jpg,1,0
182038.jpg,1,0
041580.jpg,2,1
202194.jpg,2,1
183855.jpg,2,1
160571.jpg,2,0
103675.jpg,2,0
184225.jpg,2,1
128791.jpg,2,0
151252.jpg,0,0
019456.jpg,2,0
115481.jpg,2,1
151437.jpg,2,0
038488.jpg,2,2
083813.jpg,2,0
106909.jpg,2,2
132584.jpg,2,2
183493.jpg,1,0
008682.jpg,2,0
002760.jpg,2,2
079710.jpg,2,2
130730.jpg,2,0
060868.jpg,2,0
088626.jpg,2,0
006085.jpg,2,0
026813.jpg,2,0
193980.jpg,2,0
084205.jpg,2,2
185411.jpg,2,1
035770.jpg,2,0
094473.jpg,2,2
152774.jpg,2,0
099005.jpg,0,2
026084.jpg,2,0
083284.jpg,2,0
067564.jpg,1,2
192614.jpg,2,0
107826.jpg,0,1
062059.jpg,2,2
080906.jpg,2,0
150701.jpg,2,0
040698.jpg,2,0
075201.jpg,2,0
118125.jpg,2,0
058445.jpg,2,0
130201.jpg,2,2
151669.jpg,2,2
034834.jpg,2,0
106409.jpg,2,0
117997.jpg,2,2
045263.jpg,2,0
181964.jpg,1,0
199580.jpg,0,0
018875.jpg,1,0
110637.jpg,2,2
011461.jpg,2,1
175915.jpg,2,0
028094.jpg,2,1
085478.jpg,2,2
071943.jpg,2,0
024540.jpg,2,0
158943.jpg,2,2
195442.jpg,2,2
173926.jpg,1,1
051222.jpg,2,0
176028.jpg,2,2
057492.jpg,2,0
177115.jpg,2,0
025176.jpg,0,1
160659.jpg,2,0
111169.jpg,2,0
198440.jpg,2,1
108958.jpg,2,2
188100.jpg,2,2
047742.jpg,2,0
121302.jpg,2,0
140406.jpg,1,0
114777.jpg,2,1
112558.jpg,2,1
107017.jpg,2,0
160769.jpg,2,0
156797.jpg,2,2
138738.jpg,2,0
092028.jpg,2,1
055262.jpg,2,1
016855.jpg,2,1
152448.jpg,2,0
096782.jpg,0,2
000631.jpg,1,0
094189.jpg,2,2
112851.jpg,2,0
041295.jpg,0,2
084364.jpg,2,0
074563.jpg,2,0
173974.jpg,2,1
196819.jpg,2,2
164332.jpg,2,0
081529.jpg,2,0
038338.jpg,2,2
111740.jpg,2,1
154742.jpg,1,2
021615.jpg,2,2
104062.jpg,2,0
031819.jpg,2,2
179639.jpg,2,1
066815.jpg,1,0
183689.jpg,2,1
091253.jpg,2,0
081117.jpg,2,1
050526.jpg,2,0
099959.jpg,1,0
188531.jpg,1,0
042075.jpg,2,0
174941.jpg,2,2
130865.jpg,1,1
021379.jpg,2,0
149238.jpg,2,2
088994.jpg,2,0
061415.jpg,2,0
007202.jpg,1,0
111751.jpg,2,0
201149.jpg,2,2
122067.jpg,2,0
159820.jpg,2,1
148392.jpg,2,2
101141.jpg,2,0
113299.jpg,2,2
047140.jpg,2,1
046515.jpg,2,1
004777.jpg,1,2
125945.jpg,2,1
090203.jpg,2,2
148097.jpg,1,0
064488.jpg,2,0
033558.jpg,2,2
