image_id,ethnicity,age,expression
087573.jpg,2,1,0
069496.jpg,2,0,1
155295.jpg,2,0,1
135867.jpg,2,0,1
140675.jpg,2,0,1
171075.jpg,2,0,1
107149.jpg,2,0,2
183915.jpg,2,0,0
109635.jpg,2,2,1
169911.jpg,2,0,0
175435.jpg,0,2,1
058356.jpg,2,0,1
150786.jpg,2,0,0
000101.jpg,1,2,1
122177.jpg,2,2,1
133579.jpg,1,0,1
172521.jpg,0,0,1
119970.jpg,2,0,0
086398.jpg,1,1,1
197584.jpg,2,1,1
024736.jpg,2,0,0
012621.jpg,1,1,1
107378.jpg,2,0,1
143729.jpg,2,1,1
061758.jpg,2,0,1
042076.jpg,2,2,1
025793.jpg,1,0,1
028619.jpg,2,0,0
124373.jpg,2,0,1
085945.jpg,2,0,1
129449.jpg,2,1,1
173087.jpg,2,1,0
168701.jpg,2,1,1
027432.jpg,2,2,0
034991.jpg,2,1,1
194994.jpg,2,2,0
024250.jpg,2,0,0
177012.jpg,2,2,1
144901.jpg,0,0,1
191818.jpg,2,0,2
189770.jpg,1,2,2
103285.jpg,2,0,1
089603.jpg,2,1,1
182161.jpg,2,0,1
033196.jpg,2,0,1
052075.jpg,2,1,2
055205.jpg,2,0,2
080799.jpg,2,0,0
174656.jpg,2,2,0
098240.jpg,2,2,0
178717.jpg,2,0,0
106120.jpg,2,0,0
188681.jpg,2,0,1
056885.jpg,2,1,2
001909.jpg,2,0,1
184219.jpg,2,0,1
198360.jpg,2,0,2
149666.jpg,2,0,1
085233.jpg,0,0,1
106731.jpg,2,0,0
050716.jpg,2,0,1
201912.jpg,2,0,1
200187.jpg,2,0,0
091665.jpg,2,1,1
163653.jpg,1,0,2
191826.jpg,0,0,1
189498.jpg,2,2,1
018496.jpg,0,0,1
006570.jpg,2,1,1
156394.jpg,2,0,0
195795.jpg,2,2,0
154911.jpg,2,0,1
152948.jpg,2,2,2
177747.jpg,2,0,1
161258.jpg,1,0,1
140308.jpg,2,1,1
124307.jpg,2,1,1
170674.jpg,1,2,0
163992.jpg,2,0,0
186450.jpg,2,0,1
046932.jpg,2,0,1
194457.jpg,1,0,1
190686.jpg,2,1,2
074681.jpg,1,0,2
091552.jpg,2,0,0
123737.jpg,2,2,2
193656.jpg,1,0,1
193943.jpg,2,1,0
187510.jpg,2,0,1
056215.jpg,1,2,0
051749.jpg,2,1,1
150585.jpg,1,0,0
193456.jpg,2,0,1
185481.jpg,2,0,1
047998.jpg,1,0,0
185385.jpg,2,0,1
079913.jpg,2,1,0
003848.jpg,2,0,1
101719.jpg,2,0,1
192009.jpg,2,0,1
072960.jpg,2,0,1
197173.jpg,2,1,1
108938.jpg,2,0,2
036185.jpg,2,1,0
096415.jpg,2,2,1
067570.jpg,2,1,0
113264.jpg,2,0,0
019181.jpg,2,1,1
093505.jpg,2,0,1
007486.jpg,2,1,1
029971.jpg,2,1,1
156311.jpg,2,1,1
039921.jpg,2,0,0
032029.jpg,2,0,0
022404.jpg,1,0,1
163697.jpg,2,2,1
043363.jpg,2,0,1
118752.jpg,2,0,1
163120.jpg,2,0,0
010297.jpg,2,0,0
006175.jpg,2,0,1
157821.jpg,2,1,0
124165.jpg,2,0,1
031319.jpg,2,0,0
049333.jpg,2,0,0
106498.jpg,2,0,1
119781.jpg,2,2,0
185453.jpg,2,1,0
110216.jpg,2,0,1
099477.jpg,2,0,0
003099.jpg,1,0,0
068283.jpg,2,1,0
064074.jpg,0,0,1
105071.jpg,2,0,0
182213.jpg,2,0,2
198037.jpg,2,0,1
135605.jpg,2,0,0
012190.jpg,2,1,1
075597.jpg,2,1,2
039882.jpg,2,2,2
052089.jpg,2,0,1
164318.jpg,2,0,0
102180.jpg,2,0,1
006505.jpg,2,0,1
010742.jpg,2,1,1
122308.jpg,1,0,1
191261.jpg,0,0,0
183559.jpg,0,2,1
112660.jpg,2,1,1
074203.jpg,2,2,0
127072.jpg,2,0,0
149780.jpg,2,0,0
178348.jpg,1,2,2
187399.jpg,2,0,1
173949.jpg,2,0,1
090632.jpg,2,0,1
155280.jpg,2,1,2
169705.jpg,2,2,1
085227.jpg,2,0,2
185268.jpg,2,1,0
033382.jpg,2,1,1
150449.jpg,2,1,0
100522.jpg,0,0,1
100429.jpg,2,0,1
186445.jpg,1,1,1
147614.jpg,2,0,1
062037.jpg,2,0,1
047387.jpg,1,0,1
200146.jpg,2,0,1
114738.jpg,2,0,1
081682.jpg,1,0,2
096572.jpg,2,1,2
193085.jpg,2,1,0
049823.jpg,2,1,1
072070.jpg,2,0,2
157064.jpg,2,1,1
027420.jpg,2,2,2
194374.jpg,2,0,1
180568.jpg,2,2,0
198444.jpg,2,1,0
161568.jpg,2,2,1
195252.jpg,1,0,0
069224.jpg,2,0,1
048015.jpg,2,1,1
086816.jpg,2,0,1
056384.jpg,2,2,1
180994.jpg,2,0,1
095357.jpg,2,0,1
112683.jpg,2,0,0
187132.jpg,2,1,2
126215.jpg,1,0,2
011966.jpg,0,0,1
197606.jpg,2,0,1
084763.jpg,2,1,1
162250.jpg,2,0,1
142517.jpg,2,0,1
074222.jpg,2,0,2
092417.jpg,2,1,2
114792.jpg,2,1,1
202525.jpg,2,1,2
039101.jpg,2,2,2
020988.jpg,2,0,2
104828.jpg,1,0,1
084147.jpg,2,0,1
019860.jpg,0,0,1
039665.jpg,2,2,1
112485.jpg,2,1,1
011777.jpg,1,0,1
113492.jpg,2,1,0
065648.jpg,2,0,0
057985.jpg,1,2,0
135827.jpg,0,1,1
062890.jpg,2,2,1
016926.jpg,2,1,0
054558.jpg,0,1,1
195152.jpg,2,0,1
029474.jpg,2,1,0
018789.jpg,2,0,1
053499.jpg,2,0,0
171155.jpg,2,1,0
163979.jpg,0,0,1
056319.jpg,2,0,2
067860.jpg,0,0,1
007991.jpg,2,2,0
099532.jpg,2,2,0
108157.jpg,2,0,0
189636.jpg,2,1,1
177377.jpg,1,1,0
126352.jpg,1,2,1
052906.jpg,2,1,0
183344.jpg,1,1,0
041798.jpg,2,1,1
032694.jpg,2,0,0
161548.jpg,2,1,0
186900.jpg,2,1,1
001506.jpg,1,0,0
018830.jpg,2,2,0
160432.jpg,2,0,1
049898.jpg,2,0,1
023773.jpg,2,1,1
179057.jpg,2,0,1
194639.jpg,1,0,0
001091.jpg,2,0,1
134333.jpg,0,0,0
115567.jpg,2,0,1
113956.jpg,2,0,0
050458.jpg,2,0,0
051951.jpg,2,1,1
026570.jpg,2,0,0
081486.jpg,2,0,0
099520.jpg,2,0,1
093059.jpg,2,0,0
176044.jpg,1,0,0
012191.jpg,2,1,1
056405.jpg,2,1,0
137106.jpg,2,0,1
160366.jpg,2,0,1
135697.jpg,2,0,1
073800.jpg,2,0,1
065879.jpg,2,1,1
200731.jpg,2,0,0
131380.jpg,2,0,1
035247.jpg,0,0,2
130372.jpg,2,1,1
108424.jpg,2,2,1
077597.jpg,2,2,0
089168.jpg,2,1,1
089584.jpg,0,0,1
065012.jpg,2,1,0
189077.jpg,2,0,1
180494.jpg,1,0,1
052915.jpg,2,0,0
004483.jpg,2,0,1
030879.jpg,2,1,1
127752.jpg,2,1,1
185964.jpg,2,0,1
132481.jpg,2,1,1
086131.jpg,2,0,1
079772.jpg,2,2,0
140104.jpg,2,0,1
051612.jpg,2,2,0
164173.jpg,2,0,1
166974.jpg,2,0,1
104659.jpg,2,1,1
108891.jpg,2,0,2
095541.jpg,2,0,1
093994.jpg,2,0,2
071577.jpg,0,0,1
174959.jpg,2,1,1
121702.jpg,2,0,0
191764.jpg,1,0,1
117444.jpg,2,1,0
064756.jpg,2,1,0
193836.jpg,2,0,1
141944.jpg,2,1,0
021945.jpg,2,1,1
180077.jpg,1,1,2
039887.jpg,2,0,1
091647.jpg,2,0,2
042388.jpg,2,0,0
140198.jpg,2,0,2
085272.jpg,2,1,0
154086.jpg,2,0,1
135286.jpg,0,0,1
094163.jpg,0,0,0
045165.jpg,1,0,0
121953.jpg,2,0,1
115851.jpg,2,0,1
080818.jpg,2,0,1
059731.jpg,2,1,1
148699.jpg,2,0,0
012538.jpg,2,1,2
017914.jpg,2,0,1
139821.jpg,1,2,2
072057.jpg,2,0,0
026345.jpg,2,1,2
049406.jpg,2,2,1
159750.jpg,2,0,1
151151.jpg,2,0,0
190525.jpg,2,1,1
087901.jpg,1,1,2
010893.jpg,2,1,0
024976.jpg,2,0,0
094795.jpg,2,1,2
160114.jpg,2,1,2
089557.jpg,2,0,1
108085.jpg,2,1,0
111712.jpg,2,1,0
002387.jpg,2,1,0
135838.jpg,2,0,1
134789.jpg,1,0,1
045351.jpg,2,1,2
120329.jpg,2,1,1
084676.jpg,1,0,0
008675.jpg,2,0,1
029551.jpg,2,0,1
072402.jpg,2,0,1
061851.jpg,2,0,1
085442.jpg,2,1,0
035265.jpg,2,0,1
018958.jpg,2,0,1
167130.jpg,2,0,1
192939.jpg,0,0,1
197443.jpg,2,0,1
077588.jpg,2,0,1
139785.jpg,1,0,1
145105.jpg,2,1,0
048266.jpg,2,0,0
175556.jpg,2,0,1
113276.jpg,2,1,2
065217.jpg,2,1,2
032407.jpg,2,0,1
119856.jpg,2,0,0
060734.jpg,2,0,2
170725.jpg,2,1,1
144588.jpg,2,0,1
050707.jpg,2,0,1
161250.jpg,2,0,0
020194.jpg,2,0,0
199531.jpg,2,2,0
104983.jpg,2,1,0
069142.jpg,2,0,1
096446.jpg,2,0,1
188733.jpg,2,2,1
167688.jpg,2,0,1
114279.jpg,2,0,0
136436.jpg,2,0,0
041519.jpg,2,1,1
048528.jpg,1,0,0
124079.jpg,2,2,0
138517.jpg,2,1,2
038604.jpg,2,1,1
197386.jpg,1,0,1
149462.jpg,2,0,1
078046.jpg,0,0,1
179412.jpg,1,0,0
117739.jpg,2,0,2
201913.jpg,2,0,1
155070.jpg,2,0,0
140477.jpg,2,1,0
089441.jpg,2,1,0
068225.jpg,2,0,0
148813.jpg,2,0,1
112942.jpg,2,1,1
188962.jpg,2,0,1
065203.jpg,2,0,0
149858.jpg,2,0,1
082069.jpg,2,0,1
050364.jpg,2,0,0
170065.jpg,2,0,2
194194.jpg,2,0,0
067764.jpg,2,2,0
179295.jpg,2,0,2
192025.jpg,2,1,1
110302.jpg,1,2,0
007670.jpg,2,1,0
167109.jpg,2,0,1
184380.jpg,1,2,0
137394.jpg,2,0,1
048062.jpg,2,0,1
133593.jpg,2,0,1
160087.jpg,2,0,1
137564.jpg,0,1,1
024445.jpg,1,0,1
031949.jpg,2,1,0
188197.jpg,2,0,1
030724.jpg,2,0,1
014928.jpg,1,1,1
093837.jpg,2,0,0
030995.jpg,2,1,1
088809.jpg,2,1,0
123582.jpg,2,0,1
026828.jpg,2,1,2
181132.jpg,2,1,0
052954.jpg,2,0,0
058499.jpg,2,0,1
034275.jpg,2,0,0
084590.jpg,1,0,1
082804.jpg,2,0,1
034837.jpg,1,0,1
157791.jpg,1,0,1
120692.jpg,2,1,2
136771.jpg,2,0,1
060130.jpg,2,1,1
008269.jpg,1,1,1
124439.jpg,2,2,0
026295.jpg,1,0,0
020765.jpg,2,1,1
198378.jpg,2,2,0
140761.jpg,0,0,2
146358.jpg,1,2,0
181614.jpg,2,0,1
043672.jpg,2,0,1
070590.jpg,1,0,0
069146.jpg,2,0,1
056074.jpg,2,0,1
070900.jpg,2,0,1
136378.jpg,0,0,0
055594.jpg,2,0,0
124267.jpg,2,0,0
067988.jpg,0,0,0
073227.jpg,0,0,1
142036.jpg,2,0,1
118375.jpg,2,0,2
048968.jpg,1,1,0
060056.jpg,2,0,1
191425.jpg,2,0,1
021347.jpg,2,1,1
147454.jpg,2,1,0
131280.jpg,2,0,1
165946.jpg,1,0,1
108903.jpg,2,0,1
005296.jpg,1,0,1
121002.jpg,0,0,0
180967.jpg,2,0,0
160089.jpg,2,1,0
144639.jpg,2,1,1
187095.jpg,2,0,1
168452.jpg,2,0,0
175113.jpg,2,2,2
170063.jpg,2,0,2
064708.jpg,2,0,1
154642.jpg,2,0,2
141476.jpg,2,0,1
160376.jpg,2,1,0
138501.jpg,2,0,0
113200.jpg,2,2,0
091646.jpg,2,0,1
197347.jpg,2,0,0
107964.jpg,2,0,1
059631.jpg,2,0,1
114221.jpg,2,1,1
083047.jpg,2,1,2
192833.jpg,2,0,1
171749.jpg,2,1,0
042651.jpg,2,0,1
011944.jpg,2,1,0
170939.jpg,1,1,0
186924.jpg,2,0,0
021486.jpg,2,1,2
191016.jpg,1,0,1
013460.jpg,2,0,0
088769.jpg,2,0,0
061686.jpg,2,0,2
196754.jpg,2,0,1
048024.jpg,0,0,1
137938.jpg,2,2,1
137542.jpg,2,0,1
180874.jpg,2,0,1
122475.jpg,2,1,1
078415.jpg,2,2,0
069623.jpg,2,0,1
091960.jpg,2,0,1
179561.jpg,2,1,0
062328.jpg,2,1,1
162439.jpg,1,1,1
030763.jpg,2,1,1
188841.jpg,2,1,0
191491.jpg,2,1,1
083637.jpg,2,0,1
021456.jpg,2,0,1
172468.jpg,2,2,2
174163.jpg,2,0,1
104463.jpg,1,1,2
195886.jpg,2,0,2
049929.jpg,2,1,1
008620.jpg,0,0,1
058363.jpg,2,0,0
017805.jpg,2,0,1
053966.jpg,2,0,1
063857.jpg,2,1,2
193945.jpg,2,2,0
025641.jpg,2,0,1
008969.jpg,2,2,0
141711.jpg,2,1,0
030346.jpg,2,0,1
041501.jpg,2,1,0
177106.jpg,2,1,0
116766.jpg,2,1,0
175231.jpg,2,2,0
122743.jpg,2,0,0
111188.jpg,2,0,1
045538.jpg,0,0,1
113571.jpg,2,1,0
042349.jpg,1,0,0
034886.jpg,2,1,1
129401.jpg,2,0,1
078245.jpg,2,0,1
009777.jpg,2,0,1
109954.jpg,2,2,0
138909.jpg,2,1,2
146453.jpg,0,0,1
079430.jpg,2,1,0
095154.jpg,2,0,1
041490.jpg,2,0,1
089876.jpg,2,1,2
086807.jpg,2,0,1
200739.jpg,2,0,1
114619.jpg,2,0,2
159773.jpg,2,1,0
129826.jpg,2,2,1
127249.jpg,2,0,1
150743.jpg,2,0,1
070272.jpg,2,0,0
032022.jpg,0,0,2
184188.jpg,2,1,1
005220.jpg,2,0,0
115746.jpg,2,1,0
145306.jpg,2,0,1
042860.jpg,2,0,1
131238.jpg,2,1,1
068211.jpg,2,1,0
119477.jpg,2,0,0
058286.jpg,2,1,0
170793.jpg,2,2,0
198611.jpg,2,0,1
012262.jpg,2,1,1
008377.jpg,2,1,2
020918.jpg,1,0,2
036251.jpg,1,0,0
000351.jpg,2,1,1
199157.jpg,2,0,1
179299.jpg,2,1,0
058809.jpg,2,0,0
189650.jpg,2,0,1
005793.jpg,0,0,1
015271.jpg,2,0,1
131495.jpg,2,0,0
045048.jpg,2,0,1
038841.jpg,2,1,1
126461.jpg,1,0,1
005048.jpg,2,0,1
159751.jpg,1,0,1
082422.jpg,2,0,0
152202.jpg,2,0,0
034939.jpg,2,0,1
041816.jpg,2,1,2
058298.jpg,2,1,1
103939.jpg,2,1,1
107893.jpg,2,0,0
086884.jpg,0,0,1
170230.jpg,2,2,2
019113.jpg,2,1,0
187704.jpg,2,1,0
027400.jpg,2,1,0
173632.jpg,2,0,1
062869.jpg,0,0,1
016824.jpg,2,1,2
066354.jpg,2,0,1
180314.jpg,2,0,1
084636.jpg,2,1,1
043045.jpg,2,0,1
024718.jpg,2,0,1
086015.jpg,1,0,1
140511.jpg,2,0,0
021496.jpg,1,2,0
003314.jpg,1,0,1
050964.jpg,1,0,1
085661.jpg,2,0,1
165864.jpg,2,0,1
095668.jpg,2,0,1
176514.jpg,2,2,2
110530.jpg,0,1,0
014789.jpg,2,1,1
011877.jpg,2,1,1
080945.jpg,2,0,1
096315.jpg,2,0,1
016689.jpg,2,0,1
197637.jpg,2,0,1
179149.jpg,2,0,0
161470.jpg,2,0,0
047638.jpg,2,0,0
002881.jpg,2,0,1
046524.jpg,2,0,0
188037.jpg,2,1,1
187080.jpg,2,1,0
007221.jpg,2,0,1
023495.jpg,2,0,1
010581.jpg,2,0,2
072840.jpg,2,0,2
103615.jpg,2,0,1
092433.jpg,2,1,2
036990.jpg,2,2,2
081375.jpg,2,1,2
069796.jpg,2,0,1
070181.jpg,2,0,1
030298.jpg,0,0,0
184026.jpg,1,0,0
124731.jpg,2,1,1
194256.jpg,2,0,2
181900.jpg,2,1,0
025260.jpg,2,0,1
135063.jpg,2,0,0
048867.jpg,1,0,1
075370.jpg,2,0,1
026808.jpg,2,0,0
001191.jpg,1,0,1
144416.jpg,2,0,0
179975.jpg,2,0,0
050272.jpg,2,2,1
051135.jpg,2,0,2
142353.jpg,2,0,0
050629.jpg,2,0,2
192413.jpg,2,2,0
156502.jpg,2,0,1
042241.jpg,2,1,0
057071.jpg,2,2,0
089722.jpg,2,0,1
147768.jpg,2,1,0
124091.jpg,2,0,2
179888.jpg,2,2,2
063080.jpg,2,0,1
072608.jpg,2,2,0
174672.jpg,2,1,1
194546.jpg,2,1,2
167629.jpg,2,0,1
133933.jpg,2,0,0
157918.jpg,2,1,0
121291.jpg,2,1,1
142145.jpg,2,0,1
081656.jpg,2,2,1
147740.jpg,2,0,0
051417.jpg,2,2,0
054337.jpg,2,0,0
081287.jpg,2,1,0
040992.jpg,2,0,1
115082.jpg,2,0,0
037235.jpg,2,0,2
111401.jpg,2,1,1
198269.jpg,1,0,0
157659.jpg,1,1,0
142284.jpg,2,0,2
084863.jpg,2,1,1
070382.jpg,2,1,1
014471.jpg,2,0,1
163753.jpg,2,0,1
141319.jpg,2,1,0
032012.jpg,0,0,1
048568.jpg,1,0,1
033418.jpg,2,0,1
181661.jpg,2,0,1
169204.jpg,2,1,1
085831.jpg,2,1,0
021837.jpg,2,0,1
054657.jpg,2,0,0
122116.jpg,2,2,0
173806.jpg,2,0,1
162304.jpg,2,0,1
159961.jpg,1,0,0
129690.jpg,2,1,1
183024.jpg,2,0,1
035326.jpg,2,0,1
072690.jpg,0,0,0
126825.jpg,2,0,0
195264.jpg,1,0,0
059363.jpg,2,2,0
068352.jpg,0,0,1
191373.jpg,2,1,1
047846.jpg,2,0,0
150011.jpg,2,0,0
149579.jpg,2,1,1
152207.jpg,2,0,0
004002.jpg,2,0,1
044436.jpg,2,2,0
079164.jpg,2,0,0
194409.jpg,1,0,1
040540.jpg,2,0,1
162004.jpg,2,1,1
158469.jpg,2,0,1
024512.jpg,2,0,1
106411.jpg,2,0,0
184693.jpg,2,0,0
094508.jpg,2,0,2
096188.jpg,2,0,1
201829.jpg,1,0,1
172509.jpg,2,0,1
039923.jpg,2,0,1
142227.jpg,0,0,1
126057.jpg,2,2,0
029483.jpg,1,1,2
202081.jpg,0,0,2
120079.jpg,2,0,0
033734.jpg,2,0,1
002008.jpg,2,0,1
017454.jpg,2,0,0
145355.jpg,2,0,1
193272.jpg,2,2,1
188006.jpg,0,1,0
104186.jpg,2,0,2
114879.jpg,2,0,1
073929.jpg,2,1,1
151351.jpg,0,0,2
126653.jpg,2,1,0
025033.jpg,2,0,1
184987.jpg,2,2,0
167776.jpg,2,1,1
094887.jpg,2,0,1
136328.jpg,0,0,1
162862.jpg,2,0,1
126709.jpg,2,0,1
132918.jpg,2,1,0
190088.jpg,1,1,0
169217.jpg,2,1,0
005996.jpg,2,1,1
138943.jpg,2,0,2
019948.jpg,2,1,1
079338.jpg,2,0,1
026692.jpg,2,1,1
155210.jpg,2,1,1
104955.jpg,0,0,2
127944.jpg,2,2,1
042930.jpg,2,0,1
151693.jpg,2,2,0
038355.jpg,2,0,0
011495.jpg,2,0,2
170271.jpg,2,0,1
013029.jpg,1,0,1
102488.jpg,1,0,1
145104.jpg,2,1,0
198294.jpg,2,0,0
098941.jpg,2,1,0
017790.jpg,2,1,2
122354.jpg,0,0,0
200345.jpg,2,0,1
169292.jpg,2,1,1
138311.jpg,2,1,0
055010.jpg,2,1,2
184150.jpg,1,0,1
181987.jpg,2,1,1
136489.jpg,2,0,0
182956.jpg,2,2,1
008194.jpg,2,0,0
022552.jpg,2,1,1
148728.jpg,2,1,1
085086.jpg,2,1,0
195517.jpg,2,1,1
190342.jpg,0,0,0
147165.jpg,1,0,0
068309.jpg,2,0,1
072659.jpg,2,0,1
061621.jpg,0,0,1
104910.jpg,2,2,1
037949.jpg,2,0,0
120581.jpg,0,0,1
177644.jpg,2,0,0
056445.jpg,2,1,0
180430.jpg,2,0,2
174890.jpg,2,0,0
111586.jpg,2,1,1
142259.jpg,2,1,1
120316.jpg,2,2,0
194222.jpg,2,1,1
015594.jpg,2,0,0
172108.jpg,2,1,0
133984.jpg,2,0,0
196135.jpg,2,0,1
178296.jpg,2,2,1
100515.jpg,2,1,2
163375.jpg,2,1,2
068525.jpg,1,0,1
191798.jpg,2,0,0
063903.jpg,2,0,1
039908.jpg,2,0,0
189322.jpg,2,0,0
023943.jpg,2,0,1
094602.jpg,2,0,1
185943.jpg,2,1,2
170320.jpg,2,0,1
181472.jpg,2,1,1
191525.jpg,1,0,1
108238.jpg,2,0,0
104363.jpg,0,0,0
186884.jpg,2,1,1
040886.jpg,2,0,0
012365.jpg,2,0,0
041465.jpg,2,0,0
012424.jpg,2,1,2
040090.jpg,2,1,0
082684.jpg,2,1,1
111994.jpg,0,0,0
049892.jpg,2,0,2
183018.jpg,2,1,0
177595.jpg,2,2,0
110638.jpg,2,1,1
176535.jpg,1,0,1
056434.jpg,2,0,1
139786.jpg,2,1,0
168708.jpg,2,1,2
072599.jpg,2,1,0
135977.jpg,2,0,0
074698.jpg,2,0,1
040169.jpg,0,0,1
121313.jpg,2,0,1
046093.jpg,2,0,1
037140.jpg,2,0,1
031851.jpg,2,0,0
177055.jpg,2,2,2
041635.jpg,2,0,1
101147.jpg,2,0,0
107510.jpg,1,1,0
124835.jpg,2,1,0
091931.jpg,1,0,1
131664.jpg,2,0,2
012719.jpg,2,0,1
065835.jpg,2,0,1
140616.jpg,2,0,1
172350.jpg,2,0,0
076346.jpg,2,0,1
125793.jpg,2,0,1
161095.jpg,2,2,1
079037.jpg,2,0,0
012019.jpg,2,0,1
027030.jpg,2,0,1
034759.jpg,2,0,1
016411.jpg,2,0,1
072309.jpg,2,0,2
165369.jpg,2,0,1
022764.jpg,2,1,1
189317.jpg,2,0,1
130979.jpg,2,0,1
026738.jpg,2,0,1
169499.jpg,2,0,0
038304.jpg,0,0,0
128573.jpg,2,0,1
089913.jpg,2,0,0
027960.jpg,2,0,2
142749.jpg,2,1,1
180143.jpg,2,0,0
034900.jpg,2,0,1
083304.jpg,2,2,0
142836.jpg,2,1,1
169837.jpg,2,0,1
197662.jpg,0,0,1
080970.jpg,2,0,0
027727.jpg,2,0,1
092366.jpg,0,0,0
177752.jpg,2,0,1
105578.jpg,2,0,1
144235.jpg,2,0,0
178300.jpg,2,1,0
115628.jpg,2,1,0
135427.jpg,2,1,0
028678.jpg,0,1,0
151724.jpg,1,0,0
075603.jpg,2,0,0
059061.jpg,1,0,1
187727.jpg,0,0,0
143838.jpg,2,2,0
085791.jpg,2,1,0
114473.jpg,1,2,1
136642.jpg,2,0,1
082223.jpg,2,0,1
189515.jpg,2,1,0
076072.jpg,2,1,0
192524.jpg,2,2,0
023862.jpg,2,0,0
008141.jpg,2,0,0
193110.jpg,2,1,1
128295.jpg,2,1,1
123192.jpg,2,0,1
063171.jpg,2,0,0
102029.jpg,2,0,2
083699.jpg,1,1,1
192688.jpg,2,0,1
074293.jpg,1,0,0
171675.jpg,2,0,0
014793.jpg,2,1,1
074863.jpg,2,1,1
062396.jpg,2,0,0
119682.jpg,2,0,0
198464.jpg,2,1,2
150402.jpg,2,1,0
160357.jpg,2,0,1
110081.jpg,1,0,1
054129.jpg,2,1,2
015802.jpg,2,0,1
132757.jpg,2,2,1
081619.jpg,2,1,0
102269.jpg,2,0,1
173137.jpg,1,1,2
102979.jpg,2,0,0
096408.jpg,1,0,1
139902.jpg,2,1,0
033088.jpg,2,1,1
024426.jpg,2,0,0
107452.jpg,2,1,1
021014.jpg,2,0,0
103440.jpg,1,0,0
134770.jpg,2,1,0
114790.jpg,1,1,2
090644.jpg,2,1,2
061266.jpg,2,0,1
127567.jpg,2,0,0
007910.jpg,2,1,0
079048.jpg,2,0,1
079271.jpg,2,1,1
152100.jpg,2,0,0
013990.jpg,0,0,1
155467.jpg,2,0,1
101037.jpg,2,0,2
056997.jpg,0,0,0
094540.jpg,2,0,0
037588.jpg,2,0,1
049983.jpg,2,0,1
029645.jpg,2,2,0
028593.jpg,2,1,1
076428.jpg,0,0,2
042285.jpg,2,0,0
100504.jpg,2,0,0
117017.jpg,2,1,1
168480.jpg,2,1,1
110276.jpg,2,0,1
176155.jpg,2,0,2
056476.jpg,2,0,1
052526.jpg,2,0,1
121201.jpg,2,1,0
061648.jpg,2,0,2
193881.jpg,2,0,1
142306.jpg,2,1,1
137246.jpg,2,0,1
199543.jpg,2,0,0
193046.jpg,2,1,0
063533.jpg,2,0,0
018435.jpg,2,2,1
032367.jpg,1,0,0
002447.jpg,2,0,1
033906.jpg,2,0,0
081020.jpg,2,0,1
042901.jpg,2,0,1
146466.jpg,2,0,2
119515.jpg,2,0,1
126395.jpg,2,1,1
033772.jpg,2,0,1
007573.jpg,2,1,2
133039.jpg,0,0,1
098957.jpg,2,0,1
031928.jpg,2,0,0
198656.jpg,2,0,1
052598.jpg,0,0,1
030810.jpg,2,0,1
048098.jpg,2,0,1
148990.jpg,2,0,1
046020.jpg,2,0,0
123107.jpg,2,0,1
121326.jpg,2,0,1
086812.jpg,2,2,0
042350.jpg,1,0,1
180159.jpg,2,1,1
149746.jpg,2,0,1
038357.jpg,2,0,0
015620.jpg,2,0,1
075924.jpg,2,1,1
072907.jpg,2,0,2
192496.jpg,2,1,2
039813.jpg,2,1,1
100415.jpg,2,0,1
076360.jpg,2,0,1
002248.jpg,0,0,1
091084.jpg,2,0,1
171857.jpg,2,1,0
008470.jpg,2,0,0
169351.jpg,0,0,1
008538.jpg,2,0,1
066957.jpg,2,0,1
106558.jpg,2,0,0
103374.jpg,2,1,1
098587.jpg,2,1,0
183651.jpg,1,0,1
177119.jpg,2,1,1
162345.jpg,2,1,1
014760.jpg,2,0,0
062374.jpg,2,0,1
128908.jpg,2,0,1
150575.jpg,1,0,1
026358.jpg,2,0,2
018296.jpg,2,1,2
086409.jpg,2,1,0
083093.jpg,2,0,1
004126.jpg,2,0,1
008152.jpg,2,0,1
198285.jpg,0,0,0
015324.jpg,2,1,2
152157.jpg,2,0,1
157375.jpg,2,0,1
012792.jpg,2,1,2
096069.jpg,2,0,0
067034.jpg,2,0,1
196145.jpg,2,1,0
126388.jpg,0,0,0
171643.jpg,2,2,2
187202.jpg,2,0,0
190638.jpg,2,0,1
129845.jpg,2,0,0
142927.jpg,2,0,1
026414.jpg,2,0,1
096439.jpg,2,0,0
078745.jpg,2,0,1
105883.jpg,0,2,0
189435.jpg,2,2,0
077216.jpg,2,1,1
014872.jpg,0,2,0
053778.jpg,2,0,1
176215.jpg,2,1,0
063750.jpg,1,0,0
084997.jpg,2,2,2
194895.jpg,2,1,0
118681.jpg,2,2,0
130479.jpg,1,0,1
141540.jpg,2,0,2
117110.jpg,2,0,0
201817.jpg,2,1,1
078467.jpg,2,0,0
067512.jpg,2,0,1
086362.jpg,2,1,2
195430.jpg,2,1,0
025667.jpg,2,0,1
050232.jpg,1,0,1
124593.jpg,2,0,0
191892.jpg,2,0,1
088137.jpg,1,0,2
170827.jpg,2,1,1
197936.jpg,2,1,1
005078.jpg,2,0,0
118421.jpg,2,0,0
080276.jpg,2,0,1
079714.jpg,2,0,0
074425.jpg,0,0,1
200776.jpg,2,1,1
185856.jpg,2,0,1
153741.jpg,1,0,1
145838.jpg,2,1,2
019107.jpg,2,0,1
054392.jpg,2,2,1
136494.jpg,2,1,0
062594.jpg,1,0,1
